athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,punting_gross_avg_punt_yards,punting_long_punt,punting_net_avg_punt_yards,punting_punts,punting_punts_inside20,punting_punts_inside20pct,punting_punt_yards,punting_touchbacks,punting_touchback_pct
4799994,Brett,Thorson,Brett Thorson,Brett Thorson,220,74,P,43.709999084472656,60,42.41899871826172,31,13,41.935001373291016,1355,2,6.452000141143799
4799994,Brett,Thorson,Brett Thorson,Brett Thorson,220,74,P,43.709999084472656,60,42.41899871826172,31,13,41.935001373291016,1355,2,6.452000141143799
4869074,Tyler,Perkins,Tyler Perkins,Tyler Perkins,215,71,P,44.345001220703125,70,40.08599853515625,58,24,41.37900161743164,2572,7,12.069000244140625
4869074,Tyler,Perkins,Tyler Perkins,Tyler Perkins,215,71,P,44.345001220703125,70,40.08599853515625,58,24,41.37900161743164,2572,7,12.069000244140625
4872977,Tristan,Lyon,Tristan Lyon,Tristan Lyon,209,73,P,38.5,45,36.5,2,2,100,77,0,0
4872977,Tristan,Lyon,Tristan Lyon,Tristan Lyon,209,73,P,38.5,45,36.5,2,2,100,77,0,0
4873083,Patrick,Foley,Patrick Foley,Patrick Foley,205,75,P,42.80500030517578,69,38.220001220703125,41,9,21.951000213623047,1755,2,4.877999782562256
4873083,Patrick,Foley,Patrick Foley,Patrick Foley,205,75,P,42.80500030517578,69,38.220001220703125,41,9,21.951000213623047,1755,2,4.877999782562256
4873599,Zane,Smith,Zane Smith,Zane Smith,226,NA,PK,32.23500061035156,40,32.23500061035156,17,3,17.64699935913086,548,0,0
4873687,Cole,Maynard,Cole Maynard,Cole Maynard,180,73,P,39,39,39,1,0,0,39,0,0
4873687,Cole,Maynard,Cole Maynard,Cole Maynard,180,73,P,39,39,39,1,0,0,39,0,0
4873708,Caden,Noonkester,Caden Noonkester,Caden Noonkester,215,78,P,42.672000885009766,67,39.37300109863281,67,25,37.3129997253418,2859,5,7.4629998207092285
4874436,Jack,Stonehouse,Jack Stonehouse,Jack Stonehouse,199,73,P,46.53799819946289,64,39.15399932861328,52,15,28.84600067138672,2420,5,9.614999771118164
4874454,Max,Morgan,Max Morgan,Max Morgan,220,74,P,40.20000076293945,64,37.400001525878906,30,7,23.33300018310547,1206,3,10
4874454,Max,Morgan,Max Morgan,Max Morgan,220,74,P,40.20000076293945,64,37.400001525878906,30,7,23.33300018310547,1206,3,10
4874454,Max,Morgan,Max Morgan,Max Morgan,220,74,P,40.20000076293945,64,37.400001525878906,30,7,23.33300018310547,1206,3,10
4874454,Max,Morgan,Max Morgan,Max Morgan,220,74,P,40.20000076293945,64,37.400001525878906,30,7,23.33300018310547,1206,3,10
4875334,Cameron,Peasley,Cameron Peasley,Cameron Peasley,190,75,P,38.42900085449219,52,32.2859992980957,7,2,28.570999145507812,269,0,0
4875334,Cameron,Peasley,Cameron Peasley,Cameron Peasley,190,75,P,38.42900085449219,52,32.2859992980957,7,2,28.570999145507812,269,0,0
4875334,Cameron,Peasley,Cameron Peasley,Cameron Peasley,190,75,P,38.42900085449219,52,32.2859992980957,7,2,28.570999145507812,269,0,0
4875334,Cameron,Peasley,Cameron Peasley,Cameron Peasley,190,75,P,38.42900085449219,52,32.2859992980957,7,2,28.570999145507812,269,0,0
4875334,Cameron,Peasley,Cameron Peasley,Cameron Peasley,190,75,P,38.42900085449219,52,32.2859992980957,7,2,28.570999145507812,269,0,0
4875334,Cameron,Peasley,Cameron Peasley,Cameron Peasley,190,75,P,38.42900085449219,52,32.2859992980957,7,2,28.570999145507812,269,0,0
4876283,Caleb,Brickhouse,Caleb Brickhouse,Caleb Brickhouse,215,75,P,40.42499923706055,60,40.42499923706055,40,12,30,1617,2,5
4876405,Joshua,Brown,Joshua Brown,Joshua Brown,190,74,P,40.599998474121094,48,40.599998474121094,5,2,40,203,0,0
4876674,Shelby,Pruett,Shelby Pruett,Shelby Pruett,225,75,P,41.22700119018555,69,41.22700119018555,44,10,22.726999282836914,1814,4,9.090999603271484
4877137,Nate,Brackett,Nate Brackett,Nate Brackett,206,76,P,43.37300109863281,70,43.37300109863281,67,25,37.3129997253418,2906,4,5.96999979019165
4877137,Nate,Brackett,Nate Brackett,Nate Brackett,206,76,P,43.37300109863281,70,43.37300109863281,67,25,37.3129997253418,2906,4,5.96999979019165
4877280,Robens,Beauplan,Robens Beauplan,Robens Beauplan,195,72,P,42.215999603271484,63,42.215999603271484,51,14,27.451000213623047,2153,3,5.881999969482422
4877339,Trey,Turk,Trey Turk,Trey Turk,204,73,P,42.54499816894531,55,39.06100082397461,33,12,36.36399841308594,1404,3,9.090999603271484
4877339,Trey,Turk,Trey Turk,Trey Turk,204,73,P,42.54499816894531,55,39.06100082397461,33,12,36.36399841308594,1404,3,9.090999603271484
4877339,Trey,Turk,Trey Turk,Trey Turk,204,73,P,42.54499816894531,55,39.06100082397461,33,12,36.36399841308594,1404,3,9.090999603271484
4877339,Trey,Turk,Trey Turk,Trey Turk,204,73,P,42.54499816894531,55,39.06100082397461,33,12,36.36399841308594,1404,3,9.090999603271484
4877895,Aaron,Trusler,Aaron Trusler,Aaron Trusler,168,68,P,41.39699935913086,76,41.39699935913086,63,26,41.27000045776367,2608,2,3.174999952316284
4878211,Davis,Golick,Davis Golick,Davis Golick,205,73,P,37,53,37,48,15,31.25,1776,1,2.0829999446868896
4878211,Davis,Golick,Davis Golick,Davis Golick,205,73,P,37,53,37,48,15,31.25,1776,1,2.0829999446868896
4879415,Andrew,Day,Andrew Day,Andrew Day,193,74,P,41.07099914550781,56,41.07099914550781,42,10,23.809999465942383,1725,3,7.14300012588501
4879671,Jack,Martin,Jack Martin,Jack Martin,173,71,P,40.04899978637695,54,39.292999267578125,41,12,29.26799964904785,1642,1,2.438999891281128
4879671,Jack,Martin,Jack Martin,Jack Martin,173,71,P,40.04899978637695,54,39.292999267578125,41,12,29.26799964904785,1642,1,2.438999891281128
4880048,James,Burnip,James Burnip,James Burnip,220,78,P,47.15999984741211,67,41.91999816894531,50,17,34,2358,7,14
4880157,Brady,Hodges,Brady Hodges,Brady Hodges,200,73,P,43.19200134277344,51,41.34600067138672,26,9,34.6150016784668,1123,1,3.8459999561309814
4880157,Brady,Hodges,Brady Hodges,Brady Hodges,200,73,P,43.19200134277344,51,41.34600067138672,26,9,34.6150016784668,1123,1,3.8459999561309814
4880229,Caleb,Junko,Caleb Junko,Caleb Junko,210,73,P,42.305999755859375,61,36.08100128173828,62,15,24.194000244140625,2623,7,11.289999961853027
4880229,Caleb,Junko,Caleb Junko,Caleb Junko,210,73,P,42.305999755859375,61,36.08100128173828,62,15,24.194000244140625,2623,7,11.289999961853027
4880345,CJ,Kolodziey,CJ Kolodziey,CJ Kolodziey,200,73,P,41.275001525878906,62,32.82400131225586,51,10,19.607999801635742,2105,4,7.8429999351501465
4880444,Carson,Voss,Carson Voss,Carson Voss,160,72,P,39.66699981689453,55,34.270999908447266,48,10,20.83300018310547,1904,1,2.0829999446868896
4880444,Carson,Voss,Carson Voss,Carson Voss,160,72,P,39.66699981689453,55,34.270999908447266,48,10,20.83300018310547,1904,1,2.0829999446868896
4880444,Carson,Voss,Carson Voss,Carson Voss,160,72,P,39.66699981689453,55,34.270999908447266,48,10,20.83300018310547,1904,1,2.0829999446868896
4880444,Carson,Voss,Carson Voss,Carson Voss,160,72,P,39.66699981689453,55,34.270999908447266,48,10,20.83300018310547,1904,1,2.0829999446868896
4880724,Riley,Riethman,Riley Riethman,Riley Riethman,191,70,P,44.78799819946289,68,40.737998962402344,80,21,26.25,3583,10,12.5
4880724,Riley,Riethman,Riley Riethman,Riley Riethman,191,70,P,44.78799819946289,68,40.737998962402344,80,21,26.25,3583,10,12.5
4880794,Paddy,Turner,Paddy Turner,Paddy Turner,210,77,P,43.26900100708008,65,40.71200180053711,52,19,36.53799819946289,2250,2,3.8459999561309814
4880794,Paddy,Turner,Paddy Turner,Paddy Turner,210,77,P,43.26900100708008,65,40.71200180053711,52,19,36.53799819946289,2250,2,3.8459999561309814
4880794,Paddy,Turner,Paddy Turner,Paddy Turner,210,77,P,43.26900100708008,65,40.71200180053711,52,19,36.53799819946289,2250,2,3.8459999561309814
4883683,Eemil,Herranen,Eemil Herranen,Eemil Herranen,190,75,P,39.26100158691406,52,39.26100158691406,23,2,8.696000099182129,903,0,0
4883683,Eemil,Herranen,Eemil Herranen,Eemil Herranen,190,75,P,39.26100158691406,52,39.26100158691406,23,2,8.696000099182129,903,0,0
4883683,Eemil,Herranen,Eemil Herranen,Eemil Herranen,190,75,P,39.26100158691406,52,39.26100158691406,23,2,8.696000099182129,903,0,0
4883683,Eemil,Herranen,Eemil Herranen,Eemil Herranen,190,75,P,39.26100158691406,52,39.26100158691406,23,2,8.696000099182129,903,0,0
4890419,Jack,McCallister,Jack McCallister,Jack McCallister,216,72,P,41.37799835205078,55,40.54100036621094,37,11,29.729999542236328,1531,1,2.703000068664551
4892102,Archer,Trafford,Archer Trafford,Archer Trafford,221,73,P,45.2859992980957,67,43,7,2,28.570999145507812,317,0,0
4892293,Joshua,Huiet,Joshua Huiet,Joshua Huiet,205,74,P,42.91699981689453,58,42.91699981689453,36,11,30.555999755859375,1545,4,11.111000061035156
4893636,Grant,Nickel,Grant Nickel,Grant Nickel,170,72,P,43.25400161743164,60,43.25400161743164,59,23,38.983001708984375,2552,4,6.78000020980835
4895142,Nick,Bigelow,Nick Bigelow,Nick Bigelow,186,70,P,40.22200012207031,58,40.22200012207031,63,15,23.809999465942383,2534,2,3.174999952316284
4895249,Carson,Bay,Carson Bay,Carson Bay,165,71,P,39.77799987792969,50,38.0369987487793,27,8,29.6299991607666,1074,2,7.4070000648498535
4898589,Oliver,Straw,Oliver Straw,Oliver Straw,211,74,P,42.70000076293945,58,42.25,40,20,50,1708,1,2.5
4899096,Evan,Crenshaw,Evan Crenshaw,Evan Crenshaw,190,76,P,41.18199920654297,67,38.51499938964844,33,5,15.152000427246094,1359,2,6.060999870300293
4899096,Evan,Crenshaw,Evan Crenshaw,Evan Crenshaw,190,76,P,41.18199920654297,67,38.51499938964844,33,5,15.152000427246094,1359,2,6.060999870300293
4899342,Max,Fletcher,Max Fletcher,Max Fletcher,174,77,P,46.94900131225586,71,40.084999084472656,59,19,32.202999114990234,2770,3,5.085000038146973
4906305,Bryce,McFerson,Bryce McFerson,Bryce McFerson,190,73,P,44.67599868774414,59,37.62200164794922,37,5,13.513999938964844,1653,2,5.40500020980835
4910842,Brady,Braun,Brady Braun,Brady Braun,223,72,P,43.5,59,35.25,4,0,0,174,1,25
4911852,Sam,Candotti,Sam Candotti,Sam Candotti,191,73,P,38.53099822998047,51,36.03099822998047,32,14,43.75,1233,1,3.125
4912141,Fraser,Masin,Fraser Masin,Fraser Masin,235,77,P,42.37200164794922,54,38.90700149536133,43,13,30.232999801635742,1822,0,0
4912141,Fraser,Masin,Fraser Masin,Fraser Masin,235,77,P,42.37200164794922,54,38.90700149536133,43,13,30.232999801635742,1822,0,0
4912141,Fraser,Masin,Fraser Masin,Fraser Masin,235,77,P,42.37200164794922,54,38.90700149536133,43,13,30.232999801635742,1822,0,0
4912192,Sami,Sir,Sami Sir,Sami Sir,215,74,P,38.76499938964844,50,34.17599868774414,17,3,17.64699935913086,659,1,5.881999969482422
4912192,Sami,Sir,Sami Sir,Sami Sir,215,74,P,38.76499938964844,50,34.17599868774414,17,3,17.64699935913086,659,1,5.881999969482422
4912192,Sami,Sir,Sami Sir,Sami Sir,215,74,P,38.76499938964844,50,34.17599868774414,17,3,17.64699935913086,659,1,5.881999969482422
4912192,Sami,Sir,Sami Sir,Sami Sir,215,74,P,38.76499938964844,50,34.17599868774414,17,3,17.64699935913086,659,1,5.881999969482422
5078459,Palmer,Williams,Palmer Williams,Palmer Williams,187,74,P,43.027000427246094,53,37.8650016784668,37,8,21.621999740600586,1592,1,2.703000068664551
5078459,Palmer,Williams,Palmer Williams,Palmer Williams,187,74,P,43.027000427246094,53,37.8650016784668,37,8,21.621999740600586,1592,1,2.703000068664551
5078459,Palmer,Williams,Palmer Williams,Palmer Williams,187,74,P,43.027000427246094,53,37.8650016784668,37,8,21.621999740600586,1592,1,2.703000068664551
5078459,Palmer,Williams,Palmer Williams,Palmer Williams,187,74,P,43.027000427246094,53,37.8650016784668,37,8,21.621999740600586,1592,1,2.703000068664551
5078459,Palmer,Williams,Palmer Williams,Palmer Williams,187,74,P,43.027000427246094,53,37.8650016784668,37,8,21.621999740600586,1592,1,2.703000068664551
5078459,Palmer,Williams,Palmer Williams,Palmer Williams,187,74,P,43.027000427246094,53,37.8650016784668,37,8,21.621999740600586,1592,1,2.703000068664551
5081453,Jack,Smith,Jack Smith,Jack Smith,235,77,P,18,18,18,1,0,0,18,0,0
5081453,Jack,Smith,Jack Smith,Jack Smith,235,77,P,18,18,18,1,0,0,18,0,0
5081453,Jack,Smith,Jack Smith,Jack Smith,235,77,P,18,18,18,1,0,0,18,0,0
5081453,Jack,Smith,Jack Smith,Jack Smith,235,77,P,18,18,18,1,0,0,18,0,0
5081453,Jack,Smith,Jack Smith,Jack Smith,235,77,P,18,18,18,1,0,0,18,0,0
5082019,Riley,Thompson,Riley Thompson,Riley Thompson,212,73,P,45.21699905395508,56,42.5,46,16,34.78300094604492,2080,2,4.3480000495910645
5082019,Riley,Thompson,Riley Thompson,Riley Thompson,212,73,P,45.21699905395508,56,42.5,46,16,34.78300094604492,2080,2,4.3480000495910645
5082019,Riley,Thompson,Riley Thompson,Riley Thompson,212,73,P,45.21699905395508,56,42.5,46,16,34.78300094604492,2080,2,4.3480000495910645
5082167,Cooper,Allan,Cooper Allan,Cooper Allan,217,74,P,36.75,58,34.75,44,13,29.545000076293945,1617,1,2.2730000019073486
5082167,Cooper,Allan,Cooper Allan,Cooper Allan,217,74,P,36.75,58,34.75,44,13,29.545000076293945,1617,1,2.2730000019073486
5082219,James,Ferguson-Reynolds,James Ferguson-Reynolds,James Ferguson-Reynolds,183,74,P,49.569000244140625,71,43.097999572753906,51,23,45.097999572753906,2528,8,15.685999870300293
5082490,Braxton,Guilbeau,Braxton Guilbeau,Braxton Guilbeau,204,71,P,40.96699905395508,74,38.45899963378906,61,17,27.868999481201172,2499,3,4.918000221252441
5082610,Hunter,Ridley,Hunter Ridley,Hunter Ridley,200,72,PK,42.5,56,42.5,4,1,25,170,0,0
5082620,Ryan,Marks,Ryan Marks,Ryan Marks,215,71,P,43.93899917602539,75,38,33,11,33.33300018310547,1450,4,12.121000289916992
5082953,Anthony,Venneri,Anthony Venneri,Anthony Venneri,225,72,P,43.604000091552734,64,41.112998962402344,53,17,32.07500076293945,2311,2,3.7739999294281006
5083151,Jesse,Ehrlich,Jesse Ehrlich,Jesse Ehrlich,195,74,P,39.95199966430664,66,39.95199966430664,21,8,38.095001220703125,839,2,9.52400016784668
5083151,Jesse,Ehrlich,Jesse Ehrlich,Jesse Ehrlich,195,74,P,39.95199966430664,66,39.95199966430664,21,8,38.095001220703125,839,2,9.52400016784668
5083512,Bailey,Timms,Bailey Timms,Bailey Timms,196,74,P,40.3849983215332,55,40.3849983215332,13,5,38.46200180053711,525,1,7.691999912261963
5083670,Harry,Traum,Harry Traum,Harry Traum,175,72,P,39.82099914550781,52,39.82099914550781,28,8,28.570999145507812,1115,3,10.71399974822998
5083670,Harry,Traum,Harry Traum,Harry Traum,175,72,P,39.82099914550781,52,39.82099914550781,28,8,28.570999145507812,1115,3,10.71399974822998
5083670,Harry,Traum,Harry Traum,Harry Traum,175,72,P,39.82099914550781,52,39.82099914550781,28,8,28.570999145507812,1115,3,10.71399974822998
5084956,Ryan,Eckley,Ryan Eckley,Ryan Eckley,205,74,P,46.69599914550781,67,42.5,56,24,42.856998443603516,2615,2,3.571000099182129
5084956,Ryan,Eckley,Ryan Eckley,Ryan Eckley,205,74,P,46.69599914550781,67,42.5,56,24,42.856998443603516,2615,2,3.571000099182129
5084956,Ryan,Eckley,Ryan Eckley,Ryan Eckley,205,74,P,46.69599914550781,67,42.5,56,24,42.856998443603516,2615,2,3.571000099182129
5085397,Mitch,McCarthy,Mitch McCarthy,Mitch McCarthy,214,77,P,41.058998107910156,64,35.441001892089844,34,9,26.47100067138672,1396,2,5.881999969482422
5085752,Noah,Pettinger,Noah Pettinger,Noah Pettinger,193,76,P,43.61800003051758,61,43.61800003051758,34,15,44.11800003051758,1483,4,11.765000343322754
5085812,Jonathan,Cardoza-Chicas,Jonathan Cardoza-Chicas,Jonathan Cardoza-Chicas,195,71,P,40.03900146484375,77,40.03900146484375,51,6,11.765000343322754,2042,3,5.881999969482422
5085812,Jonathan,Cardoza-Chicas,Jonathan Cardoza-Chicas,Jonathan Cardoza-Chicas,195,71,P,40.03900146484375,77,40.03900146484375,51,6,11.765000343322754,2042,3,5.881999969482422
5085812,Jonathan,Cardoza-Chicas,Jonathan Cardoza-Chicas,Jonathan Cardoza-Chicas,195,71,P,40.03900146484375,77,40.03900146484375,51,6,11.765000343322754,2042,3,5.881999969482422
5085812,Jonathan,Cardoza-Chicas,Jonathan Cardoza-Chicas,Jonathan Cardoza-Chicas,195,71,P,40.03900146484375,77,40.03900146484375,51,6,11.765000343322754,2042,3,5.881999969482422
5086113,Jeremy,Edwards,Jeremy Edwards,Jeremy Edwards,230,75,P,41.61000061035156,55,41.61000061035156,41,16,39.02399826049805,1706,4,9.755999565124512
5086113,Jeremy,Edwards,Jeremy Edwards,Jeremy Edwards,230,75,P,41.61000061035156,55,41.61000061035156,41,16,39.02399826049805,1706,4,9.755999565124512
5086504,Justin,Dwinell,Justin Dwinell,Justin Dwinell,200,76,P,41.59600067138672,59,41.59600067138672,47,12,25.531999588012695,1955,4,8.51099967956543
5086504,Justin,Dwinell,Justin Dwinell,Justin Dwinell,200,76,P,41.59600067138672,59,41.59600067138672,47,12,25.531999588012695,1955,4,8.51099967956543
5086504,Justin,Dwinell,Justin Dwinell,Justin Dwinell,200,76,P,41.59600067138672,59,41.59600067138672,47,12,25.531999588012695,1955,4,8.51099967956543
5086980,Mitchell,Lake,Mitchell Lake,Mitchell Lake,195,71,P,38.744998931884766,57,37.11800003051758,51,19,37.255001068115234,1976,1,1.9609999656677246
5087021,Logan,Forcum,Logan Forcum,Logan Forcum,175,70,P,35.5629997253418,55,35.5629997253418,32,11,34.375,1138,1,3.125
5087101,Andrew,Ryczek,Andrew Ryczek,Andrew Ryczek,188,75,P,37.875,70,37.875,72,16,22.222000122070312,2727,5,6.943999767303467
5087217,Luke,Silvernale,Luke Silvernale,Luke Silvernale,185,72,P,40.138999938964844,65,40.138999938964844,36,10,27.777999877929688,1445,1,2.7780001163482666
5087355,Riley,Williams,Riley Williams,Riley Williams,210,72,P,40,53,38.5,20,9,45,800,0,0
5087732,Clayton,Taylor,Clayton Taylor,Clayton Taylor,200,73,P,39.15800094604492,54,39.15800094604492,57,16,28.06999969482422,2232,1,1.753999948501587
5088418,Tyler,Ebel,Tyler Ebel,Tyler Ebel,220,76,P,42.5,60,42.5,46,17,36.957000732421875,1955,5,10.869999885559082
5088579,Ross,James,Ross James,Ross James,180,74,P,48.65399932861328,64,44.34600067138672,26,10,38.46200180053711,1265,1,3.8459999561309814
5088774,Hudson,Kaak,Hudson Kaak,Hudson Kaak,222,73,P,39.91699981689453,54,38.83300018310547,36,19,52.77799987792969,1437,1,2.7780001163482666
5088774,Hudson,Kaak,Hudson Kaak,Hudson Kaak,222,73,P,39.91699981689453,54,38.83300018310547,36,19,52.77799987792969,1437,1,2.7780001163482666
5089871,Jimmy,Iles,Jimmy Iles,Jimmy Iles,205,72,P,40.74599838256836,65,40.74599838256836,59,23,38.983001708984375,2404,2,3.390000104904175
5090109,Will,Lynch,Will Lynch,Will Lynch,185,76,P,41.314998626708984,72,41.314998626708984,54,14,25.926000595092773,2231,7,12.963000297546387
5090109,Will,Lynch,Will Lynch,Will Lynch,185,76,P,41.314998626708984,72,41.314998626708984,54,14,25.926000595092773,2231,7,12.963000297546387
5090109,Will,Lynch,Will Lynch,Will Lynch,185,76,P,41.314998626708984,72,41.314998626708984,54,14,25.926000595092773,2231,7,12.963000297546387
5092214,Aidan,Flintoft,Aidan Flintoft,Aidan Flintoft,194,74,P,42,52,40.35499954223633,31,10,32.257999420166016,1302,1,3.2260000705718994
5092214,Aidan,Flintoft,Aidan Flintoft,Aidan Flintoft,194,74,P,42,52,40.35499954223633,31,10,32.257999420166016,1302,1,3.2260000705718994
5092214,Aidan,Flintoft,Aidan Flintoft,Aidan Flintoft,194,74,P,42,52,40.35499954223633,31,10,32.257999420166016,1302,1,3.2260000705718994
5092214,Aidan,Flintoft,Aidan Flintoft,Aidan Flintoft,194,74,P,42,52,40.35499954223633,31,10,32.257999420166016,1302,1,3.2260000705718994
5092214,Aidan,Flintoft,Aidan Flintoft,Aidan Flintoft,194,74,P,42,52,40.35499954223633,31,10,32.257999420166016,1302,1,3.2260000705718994
5092214,Aidan,Flintoft,Aidan Flintoft,Aidan Flintoft,194,74,P,42,52,40.35499954223633,31,10,32.257999420166016,1302,1,3.2260000705718994
5092425,Flynn,Appleby,Flynn Appleby,Flynn Appleby,205,74,P,39.555999755859375,75,38.72200012207031,54,18,33.33300018310547,2136,1,1.8519999980926514
5092449,Alex,Weir,Alex Weir,Alex Weir,197,72,P,41.595001220703125,60,36.904998779296875,42,18,42.856998443603516,1747,6,14.28600025177002
5092449,Alex,Weir,Alex Weir,Alex Weir,197,72,P,41.595001220703125,60,36.904998779296875,42,18,42.856998443603516,1747,6,14.28600025177002
